id,from_asset,to_asset,year,rep_period,efficiency,flow_coefficient_in_capacity_constraint,time_block_start,time_block_end,solution
1,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,1,2,11134.708586584693
2,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,3,4,11108.477609849464
3,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,5,6,11746.870414787201
4,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,7,8,12748.315545780937
5,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,9,10,13210.148239574446
6,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,11,12,13420.150895716894
7,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,13,14,13714.430244085363
8,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,15,16,13910.14952777562
9,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,17,18,13638.682225088543
10,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,19,20,13119.659073466082
11,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,21,22,12270.177173870155
12,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,23,24,10897.355936843229
13,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,1,2,9369.980150954723
14,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,3,4,8990.551778598972
15,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,5,6,8489.826931563623
16,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,7,8,7830.480480266587
17,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,9,10,5669.372936350794
18,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,11,12,4728.768562903352
19,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,13,14,5254.8069252369605
20,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,15,16,6056.258970993252
21,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,17,18,7265.279639394297
22,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,19,20,8169.173692287791
23,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,21,22,10287.726977134964
24,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,23,24,11182.654432702564
25,NL_OCGT,NL_Balance,2030,1,1.0,1.0,1,2,0.0
26,NL_OCGT,NL_Balance,2030,1,1.0,1.0,3,4,0.0
27,NL_OCGT,NL_Balance,2030,1,1.0,1.0,5,6,0.0
28,NL_OCGT,NL_Balance,2030,1,1.0,1.0,7,8,0.0
29,NL_OCGT,NL_Balance,2030,1,1.0,1.0,9,10,0.0
30,NL_OCGT,NL_Balance,2030,1,1.0,1.0,11,12,0.0
31,NL_OCGT,NL_Balance,2030,1,1.0,1.0,13,14,0.0
32,NL_OCGT,NL_Balance,2030,1,1.0,1.0,15,16,0.0
33,NL_OCGT,NL_Balance,2030,1,1.0,1.0,17,18,0.0
34,NL_OCGT,NL_Balance,2030,1,1.0,1.0,19,20,0.0
35,NL_OCGT,NL_Balance,2030,1,1.0,1.0,21,22,0.0
36,NL_OCGT,NL_Balance,2030,1,1.0,1.0,23,24,0.0
37,NL_Battery,NL_Balance,2030,1,1.0,1.0,1,2,0.0
38,NL_Battery,NL_Balance,2030,1,1.0,1.0,3,4,0.0
39,NL_Battery,NL_Balance,2030,1,1.0,1.0,5,6,0.0
40,NL_Battery,NL_Balance,2030,1,1.0,1.0,7,8,0.0
41,NL_Battery,NL_Balance,2030,1,1.0,1.0,9,10,0.0
42,NL_Battery,NL_Balance,2030,1,1.0,1.0,11,12,0.0
43,NL_Battery,NL_Balance,2030,1,1.0,1.0,13,14,0.0
44,NL_Battery,NL_Balance,2030,1,1.0,1.0,15,16,0.0
45,NL_Battery,NL_Balance,2030,1,1.0,1.0,17,18,0.0
46,NL_Battery,NL_Balance,2030,1,1.0,1.0,19,20,0.0
47,NL_Battery,NL_Balance,2030,1,1.0,1.0,21,22,0.0
48,NL_Battery,NL_Balance,2030,1,1.0,1.0,23,24,0.0
49,NL_Balance,NL_Battery,2030,1,1.0,1.0,1,2,0.0
50,NL_Balance,NL_Battery,2030,1,1.0,1.0,3,4,0.0
51,NL_Balance,NL_Battery,2030,1,1.0,1.0,5,6,0.0
52,NL_Balance,NL_Battery,2030,1,1.0,1.0,7,8,0.0
53,NL_Balance,NL_Battery,2030,1,1.0,1.0,9,10,0.0
54,NL_Balance,NL_Battery,2030,1,1.0,1.0,11,12,0.0
55,NL_Balance,NL_Battery,2030,1,1.0,1.0,13,14,0.0
56,NL_Balance,NL_Battery,2030,1,1.0,1.0,15,16,0.0
57,NL_Balance,NL_Battery,2030,1,1.0,1.0,17,18,0.0
58,NL_Balance,NL_Battery,2030,1,1.0,1.0,19,20,0.0
59,NL_Balance,NL_Battery,2030,1,1.0,1.0,21,22,0.0
60,NL_Balance,NL_Battery,2030,1,1.0,1.0,23,24,0.0
61,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,1,2,0.0
62,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,3,4,0.0
63,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,5,6,0.0
64,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,7,8,0.0
65,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,9,10,0.0
66,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,11,12,0.0
67,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,13,14,0.0
68,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,15,16,0.0
69,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,17,18,0.0
70,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,19,20,0.0
71,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,21,22,0.0
72,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,23,24,0.0
73,BE_Coal,BE_Balance,2030,1,1.0,1.0,1,2,824.0
74,BE_Coal,BE_Balance,2030,1,1.0,1.0,3,4,0.0
75,BE_Coal,BE_Balance,2030,1,1.0,1.0,5,6,2472.0
76,BE_Coal,BE_Balance,2030,1,1.0,1.0,7,8,2471.9999999999927
77,BE_Coal,BE_Balance,2030,1,1.0,1.0,9,10,2472.0
78,BE_Coal,BE_Balance,2030,1,1.0,1.0,11,12,2472.0
79,BE_Coal,BE_Balance,2030,1,1.0,1.0,13,14,2472.0
80,BE_Coal,BE_Balance,2030,1,1.0,1.0,15,16,2472.0
81,BE_Coal,BE_Balance,2030,1,1.0,1.0,17,18,2472.0
82,BE_Coal,BE_Balance,2030,1,1.0,1.0,19,20,2471.9999999999995
83,BE_Coal,BE_Balance,2030,1,1.0,1.0,21,22,2472.0
84,BE_Coal,BE_Balance,2030,1,1.0,1.0,23,24,824.0
85,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,1,2,0.0
86,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,3,4,0.0
87,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,5,6,0.0
88,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,7,8,0.0
89,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,9,10,0.0
90,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,11,12,0.0
91,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,13,14,0.0
92,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,15,16,0.0
93,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,17,18,0.0
94,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,19,20,0.0
95,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,21,22,0.0
96,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,23,24,0.0
97,BE_CCGT,BE_Balance,2030,1,1.0,1.0,1,2,0.0
98,BE_CCGT,BE_Balance,2030,1,1.0,1.0,3,4,0.0
99,BE_CCGT,BE_Balance,2030,1,1.0,1.0,5,6,0.0
100,BE_CCGT,BE_Balance,2030,1,1.0,1.0,7,8,1428.0
101,BE_CCGT,BE_Balance,2030,1,1.0,1.0,9,10,1428.0
102,BE_CCGT,BE_Balance,2030,1,1.0,1.0,11,12,1428.0
103,BE_CCGT,BE_Balance,2030,1,1.0,1.0,13,14,0.0
104,BE_CCGT,BE_Balance,2030,1,1.0,1.0,15,16,0.0
105,BE_CCGT,BE_Balance,2030,1,1.0,1.0,17,18,0.0
106,BE_CCGT,BE_Balance,2030,1,1.0,1.0,19,20,1428.0
107,BE_CCGT,BE_Balance,2030,1,1.0,1.0,21,22,0.0
108,BE_CCGT,BE_Balance,2030,1,1.0,1.0,23,24,0.0
109,BE_OCGT,BE_Balance,2030,1,1.0,1.0,1,2,0.0
