6.278757799004842e7;2.226342578038717e6;376071.5218517446;6.056123541200974e7;1.2104084287867721e7
6.278865287715754e7;2.2260228807663214e6;402315.4376107365;6.056262999639127e7;1.2098200533201043e7
6.278735627600205e7;2.2256865352777583e6;401302.3229949751;6.056166974072431e7;1.2100118638252487e7
6.2788225680205576e7;2.225832015749528e6;404035.07138357847;6.056239366445609e7;1.2109240338930063e7
6.278762536457994e7;2.2259842982195294e6;404099.8792338176;6.0561641066360444e7;1.2101738372867733e7
6.2787495015331045e7;2.2256391862694966e6;402684.0174880717;6.056185582906156e7;1.2078789700251624e7
6.278761521432845e7;2.2256113189122775e6;403395.69972101634;6.0562003895416185e7;1.2099932537958954e7
6.2787576339953594e7;2.2257930763295703e6;402837.9075481456;6.056178326362404e7;1.2063550522074578e7
6.2787286937857896e7;2.225772415682896e6;403180.6318685211;6.056151452217501e7;1.2102450092405157e7
6.278727744103536e7;2.22563240693515e6;403416.7877438884;6.056164503410021e7;1.208813914669758e7
